proposition,auteur,age
Il faut mettre une recyclerie devant chaque déchetterie,Fabien,
Il faut éduquer dès le primaire à un monde plus vert ,Lise,14
"Il faut que tous les systèmes de contraception soient gratuits dans le monde entier, que chacun y soit éduqué et y ait accès selon son choix",Carmen,
Il faut informer et éduquer à une consommation responsable ce qui implique mieux réguler le marketing qui pousse à la consommation inutile.,Michael,38
Il faut aider financièrement les agriculteur à faire du bio.,Frederique,46
Il faut investir massivement dans le verdissement de l'industrie de l'aviation ,Cassie Jo,21
Il faut arrêter de faire de la publicité pour la vente de voitures individuelles,Anne,55
Il faut mettre en place un revenu universel de base afin de permettre à chacun de faire ses choix et de s'investir dans des projets citoyens,Jocelyne,
Il faut généraliser l’agriculture biologique : combinaison de culture et élevage des espèces se protégeant mutuellement…,Florence,51
Il faut détaxer ou favoriser économiquement les produits locaux,François-Xavier,
Il faut que le gouvernement crée un numéro d'urgence pour la maltraitance animale.,Valérie,
Il faut préserver la diversité des variétés rustiques du vivant de la mainmise des groupes agroalimentaires privés et de leurs hybrides. ,Edouard,
Il faut végétaliser les villes pour les rendre supportables aux canicules à venir.,Noyon,62
"Il faut développer une économie locale, durable et solidaire",Elisa,
Il faut tendre vers une autosuffisance régionale.,laurence,
"Il faut mettre en place un droit au référendum par voie électronique, sur des questions que les citoyens estiment importantes, sur pétition.",ProGaïa,
Il faut créer des étiquettes stipulant les aliments transformés dangereux.,Simon,27
Il faut réduire nos commandes en e-commerce dont les livraisons encombrent nos villes ,Anne ,
Il faut mettre les acteurs et actrices de terrain et les personnes concernées par une politique publique au centre du débat qui l’entoure.,Groupe SOS,
Il faut revaloriser les métiers manuels ,Fabien,36
Il faut développer la démocratie participative,agnes,
"Il faut s'investir pour la communauté en contrepartie d'une diminution du temps de travail (potager bio pour l'école, aide personnes âgées)",Gauthier,31
Il faut limiter la navigation des péniches touristiques sur la Seine. Elles sont polluantes et bruyantes.,Helene,57
Il faut encadrer la communication média et la publicité qui ne sont pas intégrées dans une logique d'économie circulaire.,Laurent,
"Il faut des classes de 15 élèves maximum, pour donner accès à l'instruction ",Marie,54
"Il faut punir les individus qui nuisent à la nature (écocide): incendies, destruction de forêts, chasse d'animaux pour des trophées...",Sophie,
Il faut supprimer les Compteurs Linky et interdire la 5G sur tout le territoire national car ils émettent des ondes nocives pour la santé ,Dominique,
Il faut redévelopper le transport aérien par dirigeable.,Vincent,
Il faut décorréler les élections présidentielles et législatives,Régis,
Il faut former les maires à la compréhension des enjeux de la chute de la biodiversité sur le terrain,Thierry,60
"Il faut une organisation mondiale de l'environnement, indépendante et faisant autorité sur tous les Etats ",marion,
Il faut mettre en place le revenu universel,Marie,43
Il faut obliger toutes les grosses sociétés à payer leurs impôts et empêcher la fuite des capitaux,susan,
"Il faut inciter les fonds d'investissement français à investir dans les filières industrielles françaises (santé, environnement, énergie)",Vincent,
"Il faut préserver les espaces verts et rares dans Paris, dont le Champs de Mars (ne pas le polluer avec Grand Palais dit éphémère)",Nuria,
"Il faut interdire le plastique pour l'emballage alimentaire, afin de forcer les circuits courts et limiter la pollution plastique.",Guillaume,
Il faut donner une base de connaissances scientifiques solide à nos enfants,Frédéric,
Il faut privilégier les canaux d'information positive et arrêter les news qui maintiennent les peuples dans la peur ,Pascal,
"Il faut que tous les citoyens paient leurs impôts, annuler d'un coup les paradis fiscaux.",Luis,
Il faut diffuser largement et gratuitement les principes de la communication non-violente et de la parentalité positive.,Aurélia,40
"Il faut que le bien-être de chacun soit la référence fondamentale, et passe avant les profits.",olivier,
"Il faut se nourrir exclusivement de produits bio et locaux, et non d'aliments qui ont fait le tour du monde, bourrés de pesticides.",AC,
Il faut intégrer la notion de durabilité comme une composante économique à part entière dans les écoles (en plus du débat national),Mélanie,
Il faut revaloriser les professions d’aide à domicile avec un salaire plus élevé et une formation obligatoire continue ,Marie,
"Il faut protéger la nature absolument, et punir ceux qui la polluent",David ,50
Il faut une échelle de salaire de 1 à 7 maximum dans toutes les entreprises,Claire,
Il faut proposer des alternatives dans le domaine du logement (aides et accessions dans des habitations écologiques) ,gaelle,
Il faut financer les installations solaires individuelles par des prêts remboursables par les économies réalisées.,Pierre,
Il faut rétablir l'ISF,Philippe,72
"Il faut construire des essaims de modules coordonnés pour explorer océans, volcans, glaciers et espace, avec une bonne couverture spatiale",Auxchamps,
"Il faut que les STOP PUB se trouvent par défaut sur nos boîtes aux lettres, ce serait alors un véritable choix que de recevoir des pubs.",Clara,
Il faut donner des sacs poubelle avec caution de 5€ à l'entrée des plages pour que les gens y mettent leurs détritus et soient concernés!,christine,
"Il faut apprendre aux enfants, dès la scolarisation, à méditer, philosopher et à se relaxer, afin qu'ils deviennent des adultes épanouis...",Fabienne,
Il faut accepter de faire des concessions sur nos habitudes de consommation. Avoir à l'esprit le partage qui offre plus de joie.,Marie-Claude,
Il faut que l'impôt soit juste et proportionnel aux salaires.,Clara,
Il faut baisser le taux du référendum d'initiative partagée ,Lu0704JuMa80,
Il faut lier toutes les initiatives existantes de transparence contre la collusion et la corruption et créer une plateforme publique.,Thomas,57
Il faut regrouper en réseaux coordonnés les associations qui œuvrent déjà dans le social et l'environnement sur un territoire donné.,Armèle,
"Il faut instaurer dans l'éducation des cours d'esprit critique et vérification des sources, qui développent le discernement ",Syl,57
Il faut interdire l'agriculture intensive et la monoculture,Véronique,
Il faut aider les agriculteurs à se tourner vers d'autres pratiques agricoles plus vertueuses de l'environnement,Antoine,
"Il faut mettre en place un revenu minimum (ou revenu universel)  et limiter les écarts entres les revenus (salaires, dividendes...)",andfré,
"Il faut favoriser les possibilités de diversifier ses activités professionnelles par libre choix, de cumuler les carrières à temps partiels",Auxchamps,
"Il faut changer le contenu de l'école (autonomie alimentaire, santé, écologie)",claire,
Il faut importer que ce que nous sommes incapables de produire,Muriel,
Il faut rendre le télétravail banal,GWENAELLE,
"Il faut accueillir la biodiversité partout, même en ville, et stopper l'artificialisation des sols.",David,
Il faut donner la priorité aux espèces végétales et animales locales adaptées aux territoires. Ex. sarrasin et vaches pie noire en Bretagne.,Guylaine,60
"Il faut que les entreprises augmentent les salaires au lieu de donner des primes, pour que cet argent compte pour nos retraites. ",Eve,28
Il faut travailler moins mais travailler tous.,océane,
Il faut interdire la chasse et la pêche,Camille,
Il faut développer de façon massive l'isolation des bâtiments,Renaud,
"Il faut taxer les plus haut revenus, les échanges boursiers, les profits réalisés grâce à la robotisation pour financer un revenu universel",Guillaume,
Il faut supprimer le plastique pour tout,Thibaut,
"Il faut pénaliser fortement les propriétaires d'immeubles vides, surtout au centre-ville, afin de densifier sans construire davantage",Andoni,
"Il faut continuer à faciliter l'achat proche de chez soi, pour ne prendre la voiture, pour les grandes courses, qu'exceptionnellement.",Jonathan,35
"Il faut changer l'éducation pour obtenir des citoyens plus équilibrés, responsables, créatifs, coopératifs et capable de raisonnement",Guylène,
"Il faut sensibiliser sur les dérives environnementales des usages numériques (VOD, réseaux sociaux, etc.).",Sébastien,40
"Il faut un revenu de base qui garantisse les besoins vitaux (alimentation, logement, ) et permette aux gens de choisir l'usage de leur temps",Corinne,44
Il faut également imposer un quota de km dans les déplacements en voiture et les transports en camion.,Serge,
Il faut stopper la mise en place de la 5G,Louve,
"Il faut des charges réduites pour les PME investies dans l'optimisation énergétique, le recyclage et les produits made in France",Sophie,34
Il faut une nouvelle République,Matlum,
Il faut détaxer le coût du travail et taxer l'empreinte carbone,Muriel,
Il faut définir des critères d'évaluation de l'utilité sociale et de l'impact écologique des activités professionnelles et de loisirs,Sébastien,
Il faut taxer les automobilistes réguliers et seul dans leur automobile,Jacques,
Il faut accueillir et insérer les personnes qui migrent dans notre pays: conditions de vie décentes et respect des droits de l'homme.,Géraldine,
"Il faut redonner du sens à la politique, au service du citoyen",André,
Il faut moduler le prix de l'essence selon son usage et les revenus des consommateurs pour limiter le développement des loisirs motorisés,Gilles,63
Il faut que pour les sports majeurs foot etc... les jeux de maillots ne soient changés que tous les 4 ans,Ludovic,
"Il faut arrêter de demander à l'Etat de résoudre les crises, tant que les capitaux et les profits qui les provoquent ne sont pas taxés à 40%",Charles,
Il faut que l'Etat investisse plus dans la santé et l’éducation et augmente les salaires dans ces secteurs.,Alexandra ,45
"Il faut développer chez nos enfants des valeurs plus humaines dès le plus jeune âge : empathie, coopération, justice, partager ses émotions",Olivier,
Il faut interdire/supprimer automatiquement les mails publicitaires pour désengorger les serveurs et réduire la pollution de notre Planète,Magaelle,
Il faut aider financièrement les producteurs bio,Jocelyne,
Il faut donner les moyens à la population de consommer autrement. C'est lorsque l'on est informé et alerté que nous sommes aptes à changer.,Manon,21
Il faut rendre le vote obligatoire et comptabiliser les votes blancs et nuls,Thierry,44
"Il faut rendre inéligible ceux qui ont eu une condamnation en justice, et révoquer ceux qui déjà élus ont eu une condamnation",j-pierre,
Il faut que les grandes entreprises payent leur impôts pour financer les services publics comme les hôpitaux,Greenzy,
Il faut augmenter massivement le financement de nouveaux trams et lignes de métro pour accélérer leur mise en service et réduire la voiture,Andoni,
Il faut interdire les tests sur les animaux,Corinne,56
Il faut établir un réel pouvoir de coercition pour les pouvoirs publics vis à vis des entreprises et des sociétés en France,Fabrice,
"Il faut produire ce dont on a besoin, réparer l'existant",Muriel,
Il faut taxer fortement le transport aérien,JULIETTE,41
"Il faut taxer la commercialisation des produits en fonction de leur empreinte carbone, de leur obsolescence programmée",Adélaïde,
"Il faut produire de l'encre pour imprimantes via de la (bio)chimie verte, et que l'encre elle-même soit non polluante et non toxique",Auxchamps,
"Il faut vraiment décentraliser l'Etat et faire de la France un pays fédéral comme la plupart des autres pays européens, dont l'Allemagne",Philippe,70
Il faut interdire les cirques avec animaux.,Valérie,
Il faut arrêter l'ouverture de grands magasins et favoriser les petits commerces pour une consommation locale.,brigitte,
"Il faut désacraliser la fonction politique, retour à la vie publique en fin de mandat, stopper le cumul des fonctions et des salaires.",Jean-Jacques,
Il faut arrêter la surpêche et le tourisme de masse pour le bien de nos océans.,Nad,
Il faut empêcher un seul homme ( le président ) de prendre des décisions pour tous,claire,
"Il faut supprimer les lignes aériennes ""domestiques"" en France, et avec pays limitrophes",marion,
"Il faut créer une nouvelle forme d'enseignement scolaire pour nos enfants, basée sur l'autonomie, le partage, l'empathie et la bienveillance",Klervia,29
"Il faut interdire tous les emballages plastique., que ce soit les poches, les emballages pour légumes, fruits, viandes...",Thierry,
Il faut répartir les actifs et le patrimoine à l'échelle mondiale et mettre un terme à la concurrence économique dévastatrice des ressources,Charles,
Il faut renouer avec la nature. Se sentir plus proche d'elle. La respecter. ,katia,46
Il faut utiliser les stratégies publicitaires pour inciter les consommateurs à respecter l’environnement...,Véronique,
"Il faut un revenu de base pour tout français dès 18 ans, lui permettant de se loger, nourrir, soigner. C'est le droit à la vie de chacun.",Jacques,
"Il faut instaurer des cours de cuisine/diététique à l'école, pour sensibiliser les enfants au bon et bien.",Patricia,
"Il faut lutter contre toutes les violences faites aux enfants, garantir leur égal accès aux droits fondamentaux, à la santé et à l'éducation",Sonia,
Il faut obliger toutes les écoles à appliquer le tri sélectif à la cantine,Gema,
"Il faut mettre en place un service civique obligatoire pour découvrir les métiers essentiels à la vie de la société:agriculture,artisanat..",Axelle,32
Il faut renforcer le contrôle des médias sur les sujets scientifiques pour stopper la diffusion des fake news et le sensationnalisme,Simon,
"Il faut proposer une 6 ème République avec une nouvelle organisation du ""pouvoir"".",Marina,
"Il faut développer l'éducation à l'engagement citoyen, dès l'école primaire",Unis-Cité,
Il faut rendre obligatoire le tri et le recyclage des déchets plastique et de tous les déchets ménagers.,Nathalie,52
"Il faut repenser la participation citoyenne, afin d'animer une véritable démocratie active et participante.",Fabrique Spinoza,
Il faut arrêter de manger des animaux et passer à une alimentation majoritairement végétarienne/végétalienne...,Salomé,31
Il faut inventer une économie résiliente où la nature est une alliée à comprendre plutôt qu'une menace à abattre,Florence,62
Il faut reconnaître officiellement les médecines alternatives et les proposer AVANT des traitements coûteux.,j-pierre,
"Il faut proposer systématiquement un DPI afin d’optimiser le parcours des personnes mobilisées en PMA, et favoriser les chances de grossesse",Gladys,
Il faut mettre en place des structures d'éducation populaire pour tous afin de créer des savoirs d'analyse politique critique.,Jolan,
Il faut adapter des horaires de démarrage de travail (8h/8h30/9h) pour que les métros soient moins remplis ,Vinc,
Il faut une démocratie directe,jo,
"Il faut repenser notre mode de vie en général et privilégier le partage, la proximité",Alain ,59
"Il faut mettre l'enseignement de l'économie et de l'écologie au ""programme"". Les jeunes doivent pouvoir voter avec un ""coeur"" instruit. ",Jeanine,
"Il faut mettre l'accent sur la prévention santé, l'éducation des enfants à la santé, le rôle de l'alimentation, de l'hydratation...",SYLVIE,55
Il faut produire du biocarburant uniquement avec des déchets verts et non avec des cultures dédiées produites avec des pesticides.,Guylaine,60
Il faut remettre les consignes sur bouteilles en verre,PattyDuBoisJoli,57
Il faut organiser le financement de la relocalisation en Europe (et en France) de toutes les industries de la vie. ,StanFredo,
"Il faut encourager le boycott de produits de conso, pour démontrer au + grand nombre que le pouvoir commun est notre façon de consommer !",Christophe,
Il faut que média et politique cessent de faire le jeu des lobbies compagnies internationales,dominique,62
"Il faut cesser de détruire notre patrimoine naturel, instaurer une vraie législation pour protéger le bien commun :arbres, air, eau, animaux",Sylvie,32
Il faut exclure la participation des lobbyistes de tous les votes et décisions à portée tant régionale que nationale.,Jean-Jacques,
"Il faut encourager une agriculture de proximité encadrée par les associations, les coopératives et les communes et/ou l'intercommunalité.",Jérôme,
Il faut promouvoir l'usage du vélo en créant beaucoup plus de pistes cyclables,Pascal,
Il faut signer un accord de service minimum pour les trains/métros afin qu’on puisse abandonner définitivement la voiture,Francois,68
"Il faut une consultation citoyenne pour une réforme de l'éducation, de la production et de la santé pour que soient redéfinies nos priorités",Dominique,55
Il faut revoir la loi pour empêcher l'évasion fiscale et lutter contre la fraude fiscale des entreprises.,Louis,22
"Il faut économiser l'eau et l'énergie et montrer comment le faire à tous les niveaux : citoyens, entreprises, administrations,...",Dominique,
"Il faut réinsérer les retraités dans la société, leur proposer des activités qui aident la collectivité (garde d'enfant, bénévolat..).",Olivia,
"Il faut semer des arbres, faire pousser ses légumes, échanger les plantations ",Laetitia,39
"Il faut taxer les entreprises en fonction de leur intérêt pour la société: local, bio, social, éducatif, renouvelable, écologique, inspirant",Anne,
Il faut permettre aux herboristes d'exercer leur métier,Anne,59
Il faut taxer annuellement les voitures proportionnellement à leur puissance (remise en place de la vignette).,Damien,34
"Il faut rendre la société moins individualiste en sensibilisant les enfants et les adultes à la solidarité entre générations, au travail...",Damien,40
Il faut que les départements pilotent la solidarité en rendant plus claires les actions qu'ils financent,Françoise,
Il faut interdire le déploiement de la 5G,Régis,
Il faut renforcer le service public dans sa globalité.,Elisa,
"Il faut trouver un modèle économique décroissant, développer les énergies vertes, favoriser les circuits courts.",Caroline,
Il faut planter des arbres fruitiers sur toutes communes pour libre-accès aux citoyens,toma,67
Il faut repenser notre cadre de référence pour inventer le monde de demain et faire abstraction de nos repères actuels.,Stéphane,47
Il faut encourager financièrement la consommation de produits frais nationaux et taxer les produits non saisonniers internationaux.,Jérôme,
"Il faut simplifier le code pénal, à l'avantage des victimes",laurence,
"Il faut développer une mobilité inclusive (accès à l’emploi, isolement des personnes en situation de handicap, les seniors…)",Florence,51
Il faut revoir complètement le système carcéral et le remplacer par autre chose,Rod,
Il faut confiner les enfants malades après le covid tout en aidant fiscalement les parents pour la garde à domicile,alain,72
"Il faut que la politique redevienne politique, sociale et humaine, et l’économie un des outils pour réaliser la politique ",Séline,
Il faut développer l’agrivoltaïsme qui associe panneaux solaires et agriculture sur une même parcelle.,Yoann,27
Il faut instaurer des cours de cuisine en classe afin de mettre en valeur les légumes,Mathilde,
"Il faut se questionner sur chaque achat. M'est-il indispensable ? Si non, puis-je utiliser cet argent pour aider à lutter contre la famine",Patricia,
Il faut sortir du nucléaire au profit des sources d'énergies renouvelables.,Édouard ,34
Il faut interdire les LBD et la répression policière pour développer et miser sur une police préventive. La répression engendre la violence,Germaine,50
"Il faut plus de sobriété dans notre utilisation du numérique (réduire streaming, supprimer mails, ne pas utiliser systématiquement le cloud)",Yoann,27
"Il faut, au niveau européen, créer un modèle soutenable, agricole et d'élevage à petite échelle, inciter et aider les jeunes à s'y installer",franco,
Il faut favoriser le transport ferroviaire et fluviale des marchandises ,PattyDuBoisJoli,57
Il faut installer des caméras dans les abattoirs,Camille,
"Il faut faire le deuil d'une société de consommation sans limite, où tout est possible ou dû. ",StanFredo,
Il faut que nous apprenions la solidarité au lieu de la compétition.,isabel,
Il faut introduire des cours de philosophie dès l'école maternelle pour apprendre aux personnes à faire usage de leur libre arbitre ,Faustine,27
"Il faut une représentation politique beaucoup plus proche des attentes des citoyens (+ de référendums, un plus grand contre pouvoir,...)",David,
Il faut que les villes vertes deviennent la norme,Muriel,
"Il faut fermer les zoos, aquariums, parcs animaliers qui sont inutiles et créer uniquement un sanctuaire pour animaux en disparition ",Caroline,
Il faut taxer les vols aériens selon la distance et le motif,Fabrice,51
"Il faut soutenir les gratuiteries, les vide-greniers... Pour aider l'économie circulaire et créer du lien social",Anne,55
Il faut réduire l'affichage publicitaire dans l'espace publique. Supprimer les panneaux ou les remplacer au profit de jolies oeuvres.,océane,
"Il faut réguler le système financier spéculatif : retour à l'économie réelle, fin du shadow banking, séparation banque dépôt/investissement.",Laurent,
"Il faut éduquer la population à la notion de responsabilité, tant au niveau personnel, relationnel puis collectif et environnemental. ",Agnès Claire,
Il faut réorienter nos façons de produire et de consommer pour aller vers une décroissance économique,Augustin,
Il faut limiter nos vols de loisirs avec la mise en place de quotas,Sandra,44
"Il faut sortir au plus vite du nucléaire et du pétrole, en multipliant la mixité énergétique : solaire, éolien, garder l'hydro national, bio",laurence,
Il faut verser les aides de l'état aux entreprises uniquement si elles réduisent leurs émissions de CO2 + autres impacts négatifs sur la vie,Camille,
Il faut limiter les déplacements internationaux en avion pour les loisirs,Jean-Christophe,
Il faut redonner de vrais moyens (humains et financiers) à tout notre service public,Elisabeth,62
Il faut remettre des écoles dans les petits villages,cecile,
"Il faut créer une TVA éthique, taxant lourdement les produits chimiques et polluants, et taxant peu les produits vertueux et écologiques.",olivier,
Il faut REVALORISER le SMIC de 200 â 300 €mini /mois compensation de la perte de pouvoir d'achat depuis 15 ans confirmée par la presse.,Jean-Yves,
"Il faut plutôt que des voitures électriques, développer les voitures à hydrogène.",Marco,50
Il faut soutenir la pêche artisanale durable française en privilégiant les circuits courts de commercialisation,WWF France,
Il faut en finir une bonne fois avec les conflits d'intérêt ,Monique,
"Il faut laisser à chacun le choix de sa vie : par exemple faire du profit, entreprendre; être employé, être créatif; avoir une vie simple",Ben,
"Il faut arrêter de surcharger les classes, 40 élèves c'est beaucoup trop, pas plus de 25 ",Amandine,36
"Il faut faire une campagne nationale simple, complète et claire sur le recyclage et pour inciter au recyclage",Nuria,
"Il faut favoriser les transports en commun, payés à leur juste prix, ainsi que le covoiturage et les modes alternatifs",Vincent,
Il faut supprimer les films plastiques autour des fruits et légumes bio dans les supermarchés,Camille,
Il faut garantir une bonne qualité nutritionnelle aux produits alimentaires.,Thierry,44
"Il faut revoir notre système de consommation alimentaire, pour assurer la sécurité des villes en cas de crise. ",Emilie,28
Il faut supprimer les bateaux de croisière ,Valérie ,55
Il faut permettre aux salariés de télé-travailler 80-90% du temps mensuellement lorsque leur présence physique n’est pas impérieuse.,Stéphane,47
"Il faut inciter nos enfants à la marche, à la randonnée et au vélo, les amener à découvrir la faune et la flore.",cecile,
Il faut limiter la viande à la cantine à une fois par semaine et utiliser l'argent économisé pour acheter des produits bio,Alexandre,
Il faut privilégier le transport maritime décarboné (voile et autres).,Thierry,44
Il faut varier notre économie et ne plus faire reposer le monde que sur des valeurs financières.,Ben,24
Il faut revenir à des tenues d'école et de collège pour tous pour éviter les discriminations vestimentaires et donc sociales,Sandra,45
"Il faut redonner du sens au travail, en privilégiant l'humain et non la rentabilité.",Marie,
"Il faut changer le regard porté sur la maladie : non, toutes les maladies ne sont pas forcément le produit des choix que vous faites !",Anne,55
Il faut relocaliser la production de protéines végétales pour garantir notre indépendance et lutter contre la déforestation importée,WWF France,
Il faut former les jeunes aux métiers essentiels à notre survie,philippe,
Il faut proposer une allocation arrêt de travail exceptionnel aux indépendants et sous couvert de cotisations ou d'une assurance spécifique,Alain ,59
Il faut que les salariés votent à part égale des dirigeants des entreprises afin que la finance arrête de casser les entreprises  ,luc,
"Il faut modérer la taille des élevages, et ne pas rentrer dans un modèle de ferme à 1000 vaches",Benoit,42
"Il faut enfermer, en prison, les hommes qui agressent physiquement",laurence,
"Il faut favoriser les transports utilisant le dihydrogène, et installer plus de bornes de recharge pour un bon approvisionnement.",Anna Candre,
"Il faut détaxer les produits de première nécessité (farine, œuf, lait,...)",Nelly,
Il faut réduire nos déchets en taxant le plastique,Tristan,29
Il faut gérer la guerre économique. Favoriser l'échange mondial tout en préservant nos atouts stratégiques dans une UE de pays en accord.,francoise,
"Il faut interdire la spéculation des matières premières destinées aux produits alimentaires, et déterminer un coût de revient et de revente",Jean-Yves,
"Il faut que les nouvelles technologies soient accessibles à tous et solidaires, et moins dans le contrôle des données",stevenin,
"Il faut privilégier le télétravail, dans l'intérêt de l'écologie et de l'économie",Frédéric,
"Il faut interdire la vente de fourrure naturelle et l'utilisation de produits faits à base de matière animale (cuir, plume, gélatine, ...) ",Elvire,
"Il faut créer des jardins partagés dans les lotissements, pour créer du lien social",Jeff,
Il faut instaurer un revenu minimum permettant à chacun de choisir réellement la vie qui lui permettra de donner le meilleur.,Loïs,
Il faut remettre à plat l'échelle des salaires et les définir en fonction de leur utilité publique ,Yannick,46
Il faut interdire et punir sévèrement les licenciements boursiers,Anne,55
Il faut contrôler si les eaux usées sont correctement dépolluées avant rejet : audits internes et externes à chaque structure,Florence,51
Il faut réembaucher des éducateurs dans les quartiers s'il y a violence et trafic de drogue,françois,24
"Il faut créer des instances supranationales, avec de vrais pouvoirs, permettant de réguler l’impact humain sur l’environnement. ",Elisabeth,51
Il faut faire intervenir l'armee dans les zones dites de non droits sur la durée pour rétablir l'ordre et la sécurité ,David,39
Il faut faire passer les brevets de secourisme au collège et au lycée,Severine,
"Il faut traiter le problème de l'obésité (2milliards d'individus) à la source en mangeant mieux et en pénalisant les aliments salés, sucrés.",Edouard,
Il faut soutenir le maraîchage bio de proximité.,Françoise,
Il faut instaurer un RMU de 1000 euros nets / mois contre vingt heures hebdomadaires en faveur de la collectivité,Jacques,
Il faut rationner les déplacements en avion (ticket) 1 voyage par an par personne ou surtaxe équivalente à 2 fois le prix du billet,Marie,
Il faut moins produire de déchets non-compostables,Julie,34
Il faut lancer régulièrement des campagnes visant une alimentation saine et équilibrée mais aussi respectueuse de notre Planète,Gema,
"Il faut un plan Marshall pour l'isolation, par l'extérieur, des habitations et des bâtiments.",Aqruc,
Il faut que les ministres et élus ne gagnent pas plus de 5 fois le smic ,Marin,34
Il faut prendre conscience que nous ne sommes pas indispensables et qu'il faut respecter les autres espèces.,Caroline,
Il faut réviser et retravailler la réforme des retraites,sylvie,52
"Il faut stimuler les déplacements à pied, pas seulement à vélo : davantage de voies piétonnes, de trottoirs, de sentiers",Anne,55
"Il faut, pour toute aide donnée aux entreprises, demander une contrepartie écologique ou sociale.",christophe,55
"Il faut que l'on privilégie les circuits courts et que l'on se détache de la dépendance industrielle qui nous a fait défaut, en cette crise.",Kelly,
"Il faut cesser les productions d’automobiles, d’avions et de navires cargos… Encourager le développement Low-tech dans tous les secteurs.",Luc,
"Il faut accélérer la piétonisation, la suppression de place à la voiture en ville et la plantation d'arbres (besoin d'années pour grandir)",Andoni,
"Il faut que le PIB change, pour devenir le Point d’Indice Bonheur.",Fabrique Spinoza,
Il faut créer un vrai revenu d'existence (par création monétaire) qui permettent à chacun dès sa naissance de vivre dans la dignité,Eric,53
Il faut développer le transport maritime à la voile,Léa,26
Il faut que si l'on accepte le principe d'un salaire minimum qu'on accepte un salaire maximum au CAC 40 : 1 à 50 entre employés et PDG,Thierry,
Il faut apprendre à nos enfants à fonctionner en intelligence collective,Sabine,
Il faut développer les activités sportives dans l'éducation nationale ,Sandra,45
Il faut éduquer les enfants face aux personnes âgées handicapées en imposant un respect sur les trottoirs,Colette,
"Il ne faut plus surexploiter la planète, moins de gâchis et plus de partage avec les pays pauvres",Dominique,
"Il faut laisser la retraite à 60 ans, pour laisser la place aux millions de chômeurs qui attendent de pouvoir travailler...",Christine,
Il faut que les pouvoirs publics fassent un appel d'offre d'emploi du personnel soignant avec une majoration de salaire pour tous.,Boop,
Il faut favoriser l'économie symbiotique,Davy Jones,24
"Il faut concentrer nos actions dans le développement d'habitats, d'infrastructures à l'échelle mondiale en accord avec la biodiversité",Babita,
"Il faut établir et voter par référendum une liste des renoncements (1 vol en avion par an, viande 1 fois par semaine etc.) et l'appliquer",isabelle,44
Il faut voter pour des idées et non pas pour des gens,Muriel,
Il faut que les gens puissent travailler dans leur environnement localisé,isabelle,55
"Il faut une campagne nationale d'information sur la loi interdisant, en France, de laisser son moteur de voiture allumé sans raison.",Miyoko,
"Il faut supprimer le service prime d'Amazon qui a de très grandes et diverses incidences inutiles (précarité, embouteillages, pollution...) ",Julian,
"Il faut que ceux qui ne peuvent pas s'empêcher de tondre leur pelouse le fassent avec une tondeuse sans moteur, en laissant 8 cm d'herbe.",Sylvie,50
Il faut sensibiliser les personnes à une consommation réduite de viande pour en réduire la production effrénée et aberrante.,Romain,28
"Il faut développer l'esprit critique des enfants, dès l'école.",Clémentine,26
Il faut que les business angel supplantent les banques pour délivrer les liquidités aux entreprises et aux particuliers,jean-françois ,42
Il faut que chaque département et région développe son autonomie alimentaire,Marin,34
"Il faut imposer un nombre maximal de voyages en avion, par an et par personne.",Catherine,50
Il faut interdire les représentations de comportements contraires à la protection de l’environnement dans la publicité,WWF France,
Il faut une journée sans chasse dans la semaine pour ceux qui veulent profiter de la nature.,j-pierre,
Il faut réduire l'utilisation de l'eau potable.,Thierry,44
"Il faut créer ""l'école des parents"", pour tenter d'enrayer violence, intolérance, égoïsme, gaspillage et éveiller, n'oublier personne.",Nanouchka,53
Il faut soutenir personnellement et avec le soutien des autorités publiques les solidarités autour de nous pour améliorer notre cadre de vie,Myriam,
Il faut remettre l'ISF en place,Betty,
"Il faut stopper l'aller/retour aux plastiques dans le monde entier,  construisons avec nos habitations et recyclons nos déchets proprement",Rodolphe,
Il faut de l'amour et de la solidarité à tous niveaux. ,Antoine,
Il faut bannir les produits déjà préparés pour retrouver santé et liberté,annie,
Il faut créer une plateforme de démocratie participative,Teo,
Il faut plus de reconnaissance pour les métiers utiles à la société.,Fabrique Spinoza,
"Il faut donner libre accès aux données de recherche publiques sur les grands sujets environnementaux, géophysiques, énergétiques et de santé",Auxchamps,
"Il faut un revenu universel, que le travail devienne un choix et qu'une vie descente soit assurée à chacun.",Gilles,52
"Il faut fondamentalement reformer et encadrer le métier de trader, dans le sens de l’intérêt commun et non du bénéfice financier court terme",jean-pierre,
Il faut travailler moins pour que tout le monde ait du travail.,Clara,
Il faut arrêter avec les centrales nucléaires pour une énergie verte.,Clara,
Il faut baisser le salaire des ministres et sénateurs ,Nelly,
"Il faut s'habituer à moins voyager (au moins pas en avion), à découvrir la beauté fabuleuse plus proche de chez soi.",Hana-Rose,
"Il faut indiquer sur les étiquettes: qualité nutritionnelle, impact environnemental, degré de transformation, rémunération du producteur...",Laurent,
Il faut ralentir notre consommation frénétique,Benoit,42
Il faut punir sévèrement toute forme de maltraitance animale.,Sophie,
Il faut communiquer sur les dangers de la WiFi,Régis,
Il faut instaurer un service civique universel au service des personnes vulnérables.,Colibri,41
Il faut relancer économiquement les services publics et les petites et moyennes entreprises avant les banques et les aéroports.,Colibri,41
