id;taxonomies/ids;taxonomies/32/ca;taxonomies/32/en;taxonomies/32/es;parent/id;title/ca;title/en;title/machine_translations/es;description/ca;description/en;description/machine_translations/es;start_date;end_date;status/id;status/key;status/name/en;status/name/ca;status/name/es;progress;created_at;updated_at;url;component/id;proposal_urls;reference;children_count;comments_count;address;latitude;longitude;status/name/machine_translations/es;taxonomies/36/ca;taxonomies/36/en;taxonomies/36/es;taxonomies/34/ca;taxonomies/34/en;taxonomies/34/es;taxonomies/38/ca;taxonomies/38/en;taxonomies/38/es;taxonomies/42/ca;taxonomies/42/en;taxonomies/42/es;taxonomies/35/ca;taxonomies/35/en;taxonomies/35/es;taxonomies/33/ca;taxonomies/33/en;taxonomies/33/es;taxonomies/44/ca;taxonomies/44/en;taxonomies/44/es;taxonomies/46/ca;taxonomies/46/en;taxonomies/46/es;taxonomies/45/ca;taxonomies/45/en;taxonomies/45/es;taxonomies/43/ca;taxonomies/43/en;taxonomies/43/es;taxonomies/40/ca;taxonomies/40/en;taxonomies/40/es;taxonomies/48/ca;taxonomies/48/en;taxonomies/48/es;taxonomies/47/ca;taxonomies/47/en;taxonomies/47/es;taxonomies/41/ca;taxonomies/41/en;taxonomies/41/es;taxonomies/39/ca;taxonomies/39/en;taxonomies/39/es;taxonomies/37/ca;taxonomies/37/en;taxonomies/37/es;taxonomies/49/ca;taxonomies/49/en;taxonomies/49/es
113;36;;;;;Nam fuga.;Accusamus laudantium.;Ratione dolore.;<p>Sequi error molestiae. Dolorem deserunt quam. Ut qui vel.</p>;<p>Laborum qui est. Deserunt asperiores nulla. Facilis est ea.</p>;<p>Et sed quaerat. Fuga et magni. Nam vero sequi.</p>;;;;;"";"";"";50.0;2025-01-29 11:13:12 UTC;2025-01-29 11:13:12 UTC;https://nightly.decidim.org/assemblies/nursery-thirsty/f/28/results/113;28;"";NIGHT-RESU-2025-01-113;3;0;129 Gerard Dale 14254 Wendellshire;24.08512724752127;153.24363404197976;;Dolorem et eum est aliquam.;Dolorem et eum est aliquam.;Dolorem et eum est aliquam.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
114;"";;;;113;Et adipisci.;Deleniti quasi.;Minus doloremque.;<p>Quam inventore laboriosam. Voluptatem nulla repellat. Et sequi deleniti.</p>;<p>Sit nostrum quia. Doloremque distinctio ullam. Dolorum reiciendis et.</p>;<p>Illum a sapiente. Ipsum blanditiis sit. Et sed voluptatem.</p>;2025-01-29;2025-02-08;8;status_2;rerum;ipsam;;50.0;2025-01-29 11:13:12 UTC;2025-01-29 11:13:14 UTC;https://nightly.decidim.org/assemblies/nursery-thirsty/f/28/results/114;28;"";NIGHT-RESU-2025-01-114;0;9;;;;eos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
115;"";;;;113;Dolor repellat.;Quod saepe.;Minus quidem.;<p>Quo explicabo aut. Soluta nesciunt atque. Impedit et veniam.</p>;<p>Repudiandae qui expedita. Et illo id. Sunt et quis.</p>;<p>Et repudiandae blanditiis. Unde voluptates excepturi. Nobis dolore beatae.</p>;2025-01-29;2025-02-08;14;status_3;magnam;aperiam;;61.0;2025-01-29 11:13:15 UTC;2025-01-29 11:13:15 UTC;https://nightly.decidim.org/assemblies/nursery-thirsty/f/28/results/115;28;"";NIGHT-RESU-2025-01-115;0;2;;;;suscipit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
116;"";;;;113;Facilis accusamus.;Soluta aut.;Alias quia.;<p>Adipisci voluptatem quam. Laudantium sed a. Molestiae optio in.</p>;<p>Et earum eum. Unde repudiandae veritatis. Aut qui quidem.</p>;<p>Ex fugit qui. Fugit deleniti et. Enim quam vel.</p>;2025-01-29;2025-02-08;4;status_3;laborum;necessitatibus;;8.0;2025-01-29 11:13:15 UTC;2025-01-29 11:13:18 UTC;https://nightly.decidim.org/assemblies/nursery-thirsty/f/28/results/116;28;"";NIGHT-RESU-2025-01-116;0;8;;;;dolorem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;36;;;;;Ipsa at.;Veritatis placeat.;Vitae corrupti.;<p>Sunt quaerat totam. Non voluptas necessitatibus. Consequuntur unde ratione.</p>;<p>In maiores illum. Facilis nisi debitis. Facilis ea reprehenderit.</p>;<p>In pariatur modi. Aliquid non in. Eveniet illum repellat.</p>;;;;;"";"";"";29.0;2025-01-29 11:13:18 UTC;2025-01-29 11:13:19 UTC;https://nightly.decidim.org/assemblies/nursery-thirsty/f/28/results/117;28;"";NIGHT-RESU-2025-01-117;3;3;232 Wunsch Alley 73284 Port Sonnychester;0.9894654492395318;-136.69910776102068;;Dolorem et eum est aliquam.;Dolorem et eum est aliquam.;Dolorem et eum est aliquam.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
118;"";;;;117;Beatae quos.;Placeat consequatur.;Officia veritatis.;<p>Reprehenderit sed a. Placeat aliquam libero. Sed eveniet quia.</p>;<p>Dolore fugit in. Consequatur dolores voluptas. Perferendis modi non.</p>;<p>Eum modi repudiandae. Hic voluptas sed. Aut aut cum.</p>;2025-01-29;2025-02-08;13;status_2;voluptas;sequi;;29.0;2025-01-29 11:13:19 UTC;2025-01-29 11:13:19 UTC;https://nightly.decidim.org/assemblies/nursery-thirsty/f/28/results/118;28;"";NIGHT-RESU-2025-01-118;0;2;;;;eaque;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
119;"";;;;117;Beatae quia.;Et laborum.;Porro et.;<p>Consequatur molestias officiis. Et optio numquam. Maiores praesentium voluptatem.</p>;<p>Asperiores cupiditate minima. Voluptatem nemo accusantium. Fugit id qui.</p>;<p>Aperiam molestiae ea. Recusandae minima numquam. Cumque autem fugiat.</p>;2025-01-29;2025-02-08;11;status_0;cum;dolorum;;31.0;2025-01-29 11:13:19 UTC;2025-01-29 11:13:20 UTC;https://nightly.decidim.org/assemblies/nursery-thirsty/f/28/results/119;28;"";NIGHT-RESU-2025-01-119;0;7;;;;consequatur;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
120;"";;;;117;Ut ut.;Eaque corrupti.;Dolorum sed.;<p>Aut culpa et. Optio dignissimos ut. Eaque rerum labore.</p>;<p>Molestiae dignissimos labore. Et eveniet rem. Voluptatem qui eum.</p>;<p>Libero earum sed. Odio suscipit porro. Quam animi culpa.</p>;2025-01-29;2025-02-08;9;status_3;consectetur;blanditiis;;74.0;2025-01-29 11:13:20 UTC;2025-01-29 11:13:21 UTC;https://nightly.decidim.org/assemblies/nursery-thirsty/f/28/results/120;28;"";NIGHT-RESU-2025-01-120;0;2;;;;quam;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
121;38;;;;;Error rerum.;Placeat eveniet.;Et ut.;<p>Velit cumque eos. Magnam corporis in. Voluptas quia et.</p>;<p>Porro libero ut. Excepturi tempore veniam. Accusamus nihil quaerat.</p>;<p>Veritatis quia ducimus. Necessitatibus eius ratione. Aspernatur fugit et.</p>;;;;;"";"";"";56.0;2025-01-29 11:13:21 UTC;2025-01-29 11:13:23 UTC;https://nightly.decidim.org/assemblies/nursery-thirsty/f/28/results/121;28;"";NIGHT-RESU-2025-01-121;3;9;5024 Ahmad Shores 59958 West Kasie;-32.19935218126095;-170.11587470125679;;;;;;;;Non saepe molestiae est earum.;Non saepe molestiae est earum.;Non saepe molestiae est earum.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
122;"";;;;121;Commodi sed.;Id nihil.;Hic officiis.;<p>Quasi doloribus soluta. Molestiae corrupti ullam. Minima quisquam saepe.</p>;<p>Similique neque omnis. Velit aliquam ut. Rerum aut quasi.</p>;<p>Qui sed ducimus. Dolores inventore dolores. Unde et voluptas.</p>;2025-01-29;2025-02-08;2;status_1;labore;corrupti;;56.0;2025-01-29 11:13:23 UTC;2025-01-29 11:13:23 UTC;https://nightly.decidim.org/assemblies/nursery-thirsty/f/28/results/122;28;"";NIGHT-RESU-2025-01-122;0;0;;;;cupiditate;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
123;"";;;;121;Eius nobis.;Sed eaque.;Ut molestiae.;<p>Aut illum quaerat. Reiciendis omnis dignissimos. Saepe illo quis.</p>;<p>Nihil excepturi dignissimos. Voluptas sunt accusamus. Non earum repudiandae.</p>;<p>Dignissimos qui officiis. Aut labore perferendis. Dolorem corrupti ad.</p>;2025-01-29;2025-02-08;5;status_4;quibusdam;et;;69.0;2025-01-29 11:13:23 UTC;2025-01-29 11:13:24 UTC;https://nightly.decidim.org/assemblies/nursery-thirsty/f/28/results/123;28;"";NIGHT-RESU-2025-01-123;0;3;;;;quas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
124;"";;;;121;Tempora velit.;Porro cumque.;Ea rerum.;<p>Doloremque illo cupiditate. Voluptas odit voluptas. Cum unde odit.</p>;<p>Fugit eveniet explicabo. Voluptas enim sapiente. Dolorem nemo est.</p>;<p>Ea blanditiis id. Molestiae sit quo. Enim sunt est.</p>;2025-01-29;2025-02-08;14;status_3;magnam;aperiam;;88.0;2025-01-29 11:13:24 UTC;2025-01-29 11:13:24 UTC;https://nightly.decidim.org/assemblies/nursery-thirsty/f/28/results/124;28;"";NIGHT-RESU-2025-01-124;0;0;;;;suscipit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
125;43;;;;;Expedita laborum.;Laborum id.;Culpa assumenda.;<p>Omnis debitis consequatur. Consectetur maiores quidem. Sequi maiores ea.</p>;<p>Ut aliquam debitis. Odio nam laboriosam. Provident laborum illum.</p>;<p>Voluptas ut tempora. Quis omnis aut. Non ex porro.</p>;;;;;"";"";"";5.0;2025-01-29 11:13:24 UTC;2025-01-29 11:13:26 UTC;https://nightly.decidim.org/assemblies/nursery-thirsty/f/28/results/125;28;"";NIGHT-RESU-2025-01-125;3;5;792 Schowalter Mountain 90325 Sengerfurt;-1.0176471115767072;-116.9708048894008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Aut iusto dolor nisi quia.;Aut iusto dolor nisi quia.;Aut iusto dolor nisi quia.;;;;;;;;;;;;;;;;;;;;;
126;"";;;;125;Voluptatem voluptatem.;Error qui.;Nisi est.;<p>Officiis ipsa vel. Enim quisquam repudiandae. Impedit id occaecati.</p>;<p>Neque et consequatur. Sint architecto qui. Dolores necessitatibus aut.</p>;<p>Ut rerum minus. Deserunt nemo temporibus. Rerum qui quibusdam.</p>;2025-01-29;2025-02-08;18;status_2;commodi;sint;;5.0;2025-01-29 11:13:26 UTC;2025-01-29 11:13:27 UTC;https://nightly.decidim.org/assemblies/nursery-thirsty/f/28/results/126;28;"";NIGHT-RESU-2025-01-126;0;3;;;;deserunt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
127;"";;;;125;Architecto et.;Quia provident.;Omnis quia.;<p>Et non repellat. Voluptas a voluptatum. Aut architecto rem.</p>;<p>Ex sed totam. Quia natus incidunt. In voluptatem et.</p>;<p>Odio perspiciatis qui. Amet in voluptate. Dolore ipsam sunt.</p>;2025-01-29;2025-02-08;1;status_0;est;est;;100.0;2025-01-29 11:13:27 UTC;2025-01-29 11:13:27 UTC;https://nightly.decidim.org/assemblies/nursery-thirsty/f/28/results/127;28;"";NIGHT-RESU-2025-01-127;0;2;;;;explicabo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
128;"";;;;125;Et sit.;Quia magnam.;Sit dicta.;<p>Et velit enim. Distinctio laudantium et. Corrupti repellendus in.</p>;<p>Et fuga est. Voluptatem error reprehenderit. Velit corrupti repudiandae.</p>;<p>Molestiae et quis. Aut ipsa quia. Qui ut et.</p>;2025-01-29;2025-02-08;19;status_3;reprehenderit;saepe;;20.0;2025-01-29 11:13:27 UTC;2025-01-29 11:13:30 UTC;https://nightly.decidim.org/assemblies/nursery-thirsty/f/28/results/128;28;"";NIGHT-RESU-2025-01-128;0;8;;;;sit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
129;40;;;;;Assumenda et.;Fuga impedit.;Qui placeat.;<p>Qui quo nemo. Deserunt ut velit. Nobis placeat velit.</p>;<p>Qui ex libero. Fugit est dolore. Laudantium nemo minus.</p>;<p>Similique quae dolores. Quia nulla et. Quae sit odit.</p>;;;;;"";"";"";20.0;2025-01-29 11:13:30 UTC;2025-01-29 11:13:33 UTC;https://nightly.decidim.org/assemblies/nursery-thirsty/f/28/results/129;28;"";NIGHT-RESU-2025-01-129;3;9;58338 Oberbrunner Extensions 29654 Port Wilmermouth;89.51044714611027;172.98717084119693;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ab facilis quis omnis doloribus.;Ab facilis quis omnis doloribus.;Ab facilis quis omnis doloribus.;;;;;;;;;;;;;;;;;;
130;"";;;;129;Labore esse.;Ex perferendis.;Aut nam.;<p>Mollitia voluptatem fugiat. Laudantium quia accusamus. Quia in eveniet.</p>;<p>Omnis quia temporibus. Et fuga omnis. Voluptate commodi accusantium.</p>;<p>Quis consequatur a. Sed est minima. Illo veritatis culpa.</p>;2025-01-29;2025-02-08;8;status_2;rerum;ipsam;;20.0;2025-01-29 11:13:33 UTC;2025-01-29 11:13:34 UTC;https://nightly.decidim.org/assemblies/nursery-thirsty/f/28/results/130;28;"";NIGHT-RESU-2025-01-130;0;5;;;;eos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131;"";;;;129;Ut ipsum.;Asperiores impedit.;Sed velit.;<p>Alias harum debitis. Saepe sunt qui. Perspiciatis recusandae exercitationem.</p>;<p>Sit velit nesciunt. Rerum sed aut. Deleniti exercitationem sed.</p>;<p>Optio tempora voluptatem. Nihil et aut. Suscipit nemo quia.</p>;2025-01-29;2025-02-08;2;status_1;labore;corrupti;;30.0;2025-01-29 11:13:34 UTC;2025-01-29 11:13:34 UTC;https://nightly.decidim.org/assemblies/nursery-thirsty/f/28/results/131;28;"";NIGHT-RESU-2025-01-131;0;5;;;;cupiditate;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
132;"";;;;129;Aspernatur et.;Soluta aspernatur.;Et corporis.;<p>Reprehenderit ipsam dolorum. Perspiciatis sint assumenda. Asperiores facilis eum.</p>;<p>Vitae placeat veritatis. Dignissimos et non. Ut ullam sed.</p>;<p>Cumque labore ipsum. Provident ea esse. Dicta assumenda consequatur.</p>;2025-01-29;2025-02-08;19;status_3;reprehenderit;saepe;;48.0;2025-01-29 11:13:34 UTC;2025-01-29 11:13:34 UTC;https://nightly.decidim.org/assemblies/nursery-thirsty/f/28/results/132;28;"";NIGHT-RESU-2025-01-132;0;1;;;;sit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133;38;;;;;Explicabo soluta.;Optio aut.;Ducimus sed.;<p>Saepe dolore cumque. Officia aut et. Voluptate esse facere.</p>;<p>Doloremque ad nihil. Facere optio debitis. Officiis exercitationem alias.</p>;<p>Ea asperiores corrupti. Ipsam magnam enim. Dolores eaque id.</p>;;;;;"";"";"";89.0;2025-01-29 11:13:34 UTC;2025-01-29 11:13:35 UTC;https://nightly.decidim.org/assemblies/nursery-thirsty/f/28/results/133;28;"";NIGHT-RESU-2025-01-133;3;5;5023 Pat Ramp 79688 Tomhaven;26.101126413324195;-174.73629001953867;;;;;;;;Non saepe molestiae est earum.;Non saepe molestiae est earum.;Non saepe molestiae est earum.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
134;"";;;;133;Sequi illo.;Culpa occaecati.;Voluptatem nam.;<p>Aut rerum quidem. Natus vero facilis. Enim est facere.</p>;<p>Recusandae aliquid enim. Voluptatibus fugit dignissimos. Officiis architecto officia.</p>;<p>Error corrupti officia. Saepe dicta exercitationem. Voluptatem exercitationem ut.</p>;2025-01-29;2025-02-08;5;status_4;quibusdam;et;;89.0;2025-01-29 11:13:35 UTC;2025-01-29 11:13:35 UTC;https://nightly.decidim.org/assemblies/nursery-thirsty/f/28/results/134;28;"";NIGHT-RESU-2025-01-134;0;4;;;;quas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
135;"";;;;133;Et voluptatem.;Quos quam.;Ipsa quo.;<p>Ab tenetur enim. Aliquam dignissimos laudantium. Harum voluptatum sed.</p>;<p>Ipsam aspernatur fugiat. Aut omnis accusamus. Eligendi sed et.</p>;<p>Veniam voluptatum eius. Officiis eos quisquam. Aut explicabo voluptates.</p>;2025-01-29;2025-02-08;10;status_4;quis;ipsum;;62.0;2025-01-29 11:13:35 UTC;2025-01-29 11:13:39 UTC;https://nightly.decidim.org/assemblies/nursery-thirsty/f/28/results/135;28;"";NIGHT-RESU-2025-01-135;0;7;;;;eos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
136;"";;;;133;Iure sit.;Animi accusantium.;Error saepe.;<p>Excepturi perferendis fugiat. Eum tempora eos. Reprehenderit sunt nemo.</p>;<p>Eaque sunt quis. Quidem perferendis dignissimos. Consectetur aliquam et.</p>;<p>Est sunt quos. Est praesentium voluptas. Qui odit in.</p>;2025-01-29;2025-02-08;20;status_4;voluptas;nulla;;90.0;2025-01-29 11:13:39 UTC;2025-01-29 11:13:39 UTC;https://nightly.decidim.org/assemblies/nursery-thirsty/f/28/results/136;28;"";NIGHT-RESU-2025-01-136;0;0;;;;excepturi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
137;41;;;;;Inventore dolore.;Possimus nisi.;Natus magnam.;<p>Sit qui dignissimos. Amet et doloribus. Perspiciatis sed fugiat.</p>;<p>Est veniam explicabo. Enim voluptas ab. Eaque omnis laudantium.</p>;<p>Et ratione voluptas. Nobis eos maxime. Quia omnis quo.</p>;;;;;"";"";"";86.0;2025-01-29 11:13:39 UTC;2025-01-29 11:13:39 UTC;https://nightly.decidim.org/assemblies/nursery-thirsty/f/28/results/137;28;"";NIGHT-RESU-2025-01-137;3;5;812 Charlie Mount 43272-7081 East Liane;57.83663034978346;174.1238218424242;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nisi aut ut eligendi sit.;Nisi aut ut eligendi sit.;Nisi aut ut eligendi sit.;;;;;;;;;
138;"";;;;137;Exercitationem nisi.;Adipisci quisquam.;Aut cum.;<p>Similique qui aut. Delectus aut cupiditate. Et adipisci neque.</p>;<p>Ipsa molestiae consectetur. Similique veritatis dolor. Incidunt ducimus vitae.</p>;<p>Architecto deleniti similique. Eius velit consequatur. Aut nobis dolor.</p>;2025-01-29;2025-02-08;18;status_2;commodi;sint;;86.0;2025-01-29 11:13:39 UTC;2025-01-29 11:13:40 UTC;https://nightly.decidim.org/assemblies/nursery-thirsty/f/28/results/138;28;"";NIGHT-RESU-2025-01-138;0;3;;;;deserunt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
139;"";;;;137;Voluptas dolorum.;Expedita consequuntur.;Voluptatem ut.;<p>Ea enim nihil. Sapiente placeat quia. A corrupti laborum.</p>;<p>Facilis accusamus est. Sed quia et. Enim laboriosam sint.</p>;<p>Veniam ut nesciunt. Ea mollitia dolorum. Necessitatibus a rerum.</p>;2025-01-29;2025-02-08;11;status_0;cum;dolorum;;59.0;2025-01-29 11:13:40 UTC;2025-01-29 11:13:42 UTC;https://nightly.decidim.org/assemblies/nursery-thirsty/f/28/results/139;28;"";NIGHT-RESU-2025-01-139;0;3;;;;consequatur;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140;"";;;;137;Aut mollitia.;Maxime omnis.;Et neque.;<p>Quod placeat explicabo. Et placeat quaerat. Illo provident voluptas.</p>;<p>Asperiores soluta quisquam. Quo possimus et. Rem accusantium commodi.</p>;<p>Beatae est non. Adipisci officia aut. Voluptas non quae.</p>;2025-01-29;2025-02-08;5;status_4;quibusdam;et;;27.0;2025-01-29 11:13:42 UTC;2025-01-29 11:13:42 UTC;https://nightly.decidim.org/assemblies/nursery-thirsty/f/28/results/140;28;"";NIGHT-RESU-2025-01-140;0;0;;;;quas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
141;42;;;;;Quam iusto.;Voluptatem fugit.;Et molestiae.;<p>Voluptas cumque fugit. Possimus velit laboriosam. At odio debitis.</p>;<p>Velit ad nostrum. Accusamus maxime occaecati. Ut odio consequatur.</p>;<p>Quidem commodi magni. Libero illo eos. Quidem impedit molestiae.</p>;;;;;"";"";"";29.0;2025-01-29 11:13:42 UTC;2025-01-29 11:13:44 UTC;https://nightly.decidim.org/assemblies/nursery-thirsty/f/28/results/141;28;"";NIGHT-RESU-2025-01-141;3;4;4343 Jacobs Cliffs 80504-2477 South Vincentton;57.43114856159826;175.88657965096337;;;;;;;;;;;Dolore maxime doloribus ut aut.;Dolore maxime doloribus ut aut.;Dolore maxime doloribus ut aut.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
142;"";;;;141;Velit blanditiis.;Rem quo.;Dolores quo.;<p>Dolor qui illum. Aspernatur nobis et. Quis excepturi voluptas.</p>;<p>Voluptatem molestiae est. Quaerat ut ut. Sed nostrum tenetur.</p>;<p>Nam qui dolorem. Amet delectus et. Quia consequatur minima.</p>;2025-01-29;2025-02-08;12;status_1;fuga;sit;;29.0;2025-01-29 11:13:44 UTC;2025-01-29 11:13:45 UTC;https://nightly.decidim.org/assemblies/nursery-thirsty/f/28/results/142;28;"";NIGHT-RESU-2025-01-142;0;8;;;;nobis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
143;"";;;;141;Possimus quaerat.;Sed quia.;Eum quis.;<p>Ullam debitis porro. Aut numquam inventore. Aut quo voluptas.</p>;<p>Nemo sit sunt. Qui dignissimos et. Incidunt porro saepe.</p>;<p>Est facilis voluptatum. Officia quo quia. Possimus ea libero.</p>;2025-01-29;2025-02-08;10;status_4;quis;ipsum;;98.0;2025-01-29 11:13:46 UTC;2025-01-29 11:13:47 UTC;https://nightly.decidim.org/assemblies/nursery-thirsty/f/28/results/143;28;"";NIGHT-RESU-2025-01-143;0;5;;;;eos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
144;"";;;;141;Qui rerum.;Aliquid aspernatur.;Libero quia.;<p>Quam doloremque alias. Id iste corrupti. Placeat delectus et.</p>;<p>Eligendi quo est. Non velit maxime. Dolorem rerum dicta.</p>;<p>Ipsam rem earum. Aut et qui. Odit suscipit sint.</p>;2025-01-29;2025-02-08;14;status_3;magnam;aperiam;;58.0;2025-01-29 11:13:47 UTC;2025-01-29 11:13:48 UTC;https://nightly.decidim.org/assemblies/nursery-thirsty/f/28/results/144;28;"";NIGHT-RESU-2025-01-144;0;7;;;;suscipit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
145;32;Esse eos rerum eos dolor.;Esse eos rerum eos dolor.;Esse eos rerum eos dolor.;;Et reprehenderit.;Vel qui.;Inventore neque.;<p>Dolor iste delectus. Dicta dolore tempore. Incidunt dolorum corporis.</p>;<p>Est est quidem. Eaque et ut. Ratione similique sequi.</p>;<p>Adipisci reprehenderit illum. Vel vero dignissimos. Reprehenderit ex dolore.</p>;;;;;"";"";"";80.0;2025-01-29 11:14:38 UTC;2025-01-29 11:14:39 UTC;https://nightly.decidim.org/assemblies/rung-academy/f/37/results/145;37;"";NIGHT-RESU-2025-01-145;3;4;24170 Doyle Gateway 61767 Kylaton;13.895970876789946;-177.00452574516;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
146;"";;;;145;Deleniti quos.;Aut autem.;Rerum voluptatem.;<p>Earum fuga labore. Reiciendis et dolor. Omnis dolores at.</p>;<p>Velit est numquam. Sequi est quis. Ducimus qui repellendus.</p>;<p>Alias molestiae nam. Repellendus veniam temporibus. Dolorem incidunt veritatis.</p>;2025-01-29;2025-02-08;12;status_1;fuga;sit;;80.0;2025-01-29 11:14:39 UTC;2025-01-29 11:14:39 UTC;https://nightly.decidim.org/assemblies/rung-academy/f/37/results/146;37;"";NIGHT-RESU-2025-01-146;0;0;;;;nobis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
147;"";;;;145;Facilis libero.;Excepturi tempore.;Consequuntur illo.;<p>Vel excepturi nihil. Temporibus rem et. Saepe eius repellendus.</p>;<p>Reprehenderit est qui. Sit ea aut. Vero vel velit.</p>;<p>Deserunt quod sunt. Placeat tempora rerum. Ad illo sunt.</p>;2025-01-29;2025-02-08;1;status_0;est;est;;4.0;2025-01-29 11:14:39 UTC;2025-01-29 11:14:40 UTC;https://nightly.decidim.org/assemblies/rung-academy/f/37/results/147;37;"";NIGHT-RESU-2025-01-147;0;2;;;;explicabo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
148;"";;;;145;Expedita voluptatum.;Minima id.;Omnis dolorem.;<p>Modi vel reprehenderit. Quia sapiente iure. Maiores quisquam ab.</p>;<p>Molestiae neque quisquam. Sit nam incidunt. Asperiores et fugit.</p>;<p>Repudiandae fugit odio. Ut placeat et. Quam rerum impedit.</p>;2025-01-29;2025-02-08;14;status_3;magnam;aperiam;;36.0;2025-01-29 11:14:40 UTC;2025-01-29 11:14:41 UTC;https://nightly.decidim.org/assemblies/rung-academy/f/37/results/148;37;"";NIGHT-RESU-2025-01-148;0;7;;;;suscipit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
149;36;;;;;Quos ea.;Aut unde.;Aut harum.;<p>Et repellat sed. Qui non voluptatem. Repellat occaecati possimus.</p>;<p>Ipsum sunt et. Totam et cum. Omnis vero perspiciatis.</p>;<p>Dolores non saepe. Qui accusantium impedit. Sed qui et.</p>;;;;;"";"";"";2.0;2025-01-29 11:14:41 UTC;2025-01-29 11:14:42 UTC;https://nightly.decidim.org/assemblies/rung-academy/f/37/results/149;37;"";NIGHT-RESU-2025-01-149;3;6;1600 O'Keefe Road 92626 Donovanborough;-84.21207709394402;68.21126472422944;;Dolorem et eum est aliquam.;Dolorem et eum est aliquam.;Dolorem et eum est aliquam.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
150;"";;;;149;Eaque sit.;Veritatis ut.;Harum est.;<p>Sed ad nemo. Nobis aut quisquam. Sunt eum id.</p>;<p>Enim sequi perferendis. Aliquam aut ea. Aspernatur inventore illum.</p>;<p>Cupiditate iste explicabo. Voluptatum dolorem laboriosam. Repellat voluptatem eum.</p>;2025-01-29;2025-02-08;9;status_3;consectetur;blanditiis;;2.0;2025-01-29 11:14:42 UTC;2025-01-29 11:14:43 UTC;https://nightly.decidim.org/assemblies/rung-academy/f/37/results/150;37;"";NIGHT-RESU-2025-01-150;0;5;;;;quam;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
